ID_REF, IDENTIFIER, GSM21832, GSM19135, GSM9514, GSM42864
PLEC, PLEC, 295.900, 80.200, 87.300, 1905.600
SMG5, SMG5, 431.100, 83.500, 197.200, 277.200
CYCSP52, CYCSP52, 25.800, 4.300, 8.900, 53.100
NCAPD2, NCAPD2, 367.800, 64.000, 475.500, 562.400
SLC25A6, SLC25A6, 6295.100, 1337.100, 2246.400, 14136.300
WNT2B, WNT2B, 64.500, 4.300, 24.000, 88.400
DCP2, DCP2, 3279.500, 147.600, 155.400, 815.100
NM_017618, NM_017618, 1772.200, 67.300, 78.500, 655.700
ASNS, ASNS, 175.200, 54.700, 3488.000, 154.600
MRPL49, MRPL49, 800.500, 473.800, 803.700, 1390.500
AL109681, AL109681, 69.100, 5.300, 7.400, 16.400
GLYR1, GLYR1, 281.700, 87.100, 116.600, 362.200
RPL18, RPL18, 309.600, 4.300, 72.700, 84.300
SMU1, SMU1, 236.400, 47.900, 188.500, 393.100
ISG20, ISG20, 2612.700, 289.700, 172.100, 412.600
GJD2, GJD2, 201.900, 63.400, 63.500, 135.600
CASZ1, CASZ1, 332.800, 107.400, 107.900, 621.500
POLR1D, POLR1D, 831.200, 293.200, 706.800, 1610.500
GIN1, GIN1, 334.800, 42.700, 112.100, 306.000
TMEM177, TMEM177, 69.000, 75.500, 102.800, 211.000
AF041811, AF041811, 16.400, 3.300, 2.900, 10.800
CDKN2AIP, CDKN2AIP, 333.000, 97.800, 74.200, 200.000
KRR1, KRR1, 194.800, 14.800, 86.800, 424.500
NM_024849, NM_024849, 9.900, 2.300, 2.800, 6.700
CXCL1, CXCL1, 696.100, 29.500, 29.100, 53.500
C1D, C1D, 600.700, 61.700, 119.700, 381.500
EPM2A, EPM2A, 41.900, 3.400, 14.900, 17.000
LDHC, LDHC, 6.600, 20.800, 49.900, 36.600
PC, PC, 25.600, 86.400, 44.100, 213.900
PDZRN4, PDZRN4, 24.600, 24.500, 8.400, 5.700
FAH, FAH, 183.500, 53.900, 226.000, 155.800
UBE4B, UBE4B, 247.800, 49.500, 68.900, 273.500
NIT1, NIT1, 669.800, 326.300, 430.100, 714.500
BTN3A3, BTN3A3, 428.200, 41.700, 21.900, 58.400
PAX8, PAX8, 166.500, 33.100, 68.700, 198.300
PRO2012, PRO2012, 16.300, 29.000, 27.600, 77.600
BEX1, BEX1, 258.300, 52.500, 1140.000, 99.700
COMMD3, COMMD3, 825.900, 171.800, 243.200, 1312.200
MRPL40, MRPL40, 227.900, 80.600, 657.100, 533.200
SLC2A4, SLC2A4, 51.100, 10.900, 5.800, 38.100
SHFM1, SHFM1, 479.600, 196.600, 790.900, 2350.500
PKMYT1, PKMYT1, 212.200, 59.000, 431.900, 366.500
FEZF2, FEZF2, 21.500, 11.500, 10.800, 4.500
DUT, DUT, 732.500, 268.500, 1539.400, 1739.800
LRRC59, LRRC59, 1128.100, 639.800, 1130.300, 4073.200
LOC100289473, LOC100289473, 132.300, 51.700, 50.300, 98.000
C12orf51, C12orf51, 523.300, 104.000, 98.700, 266.700
SSX2B, SSX2B, 15.100, 7.300, 14.300, 97.600
LY6H, LY6H, 53.500, 22.300, 35.700, 108.500
LOC100134713, LOC100134713, 58.700, 15.100, 8.200, 226.500
CATR1, CATR1, 51.200, 1.300, 3.900, 29.700
MAP2, MAP2, 62.300, 18.000, 62.000, 131.900
LYL1, LYL1, 1116.500, 16.800, 8.400, 2953.400
EDEM1, EDEM1, 601.700, 190.300, 206.700, 308.700
NOS3, NOS3, 90.800, 6.100, 4.200, 861.600
TRAC, TRAC, 131.600, 23.300, 15.300, 62.200
ZNF34, ZNF34, 155.900, 25.700, 56.300, 87.400
AF118078, AF118078, 14.700, 2.800, 5.100, 45.700
ADH1A, ADH1A, 38.100, 23.000, 26.400, 71.100
NM_025051, NM_025051, 51.700, 35.500, 17.200, 86.200
CYP11B1, CYP11B1, 224.000, 24.200, 35.000, 61.400
CDC73, CDC73, 539.600, 43.400, 168.100, 683.100
GPR172A, GPR172A, 305.700, 135.200, 307.200, 366.900
GSTM3, GSTM3, 161.000, 113.100, 334.400, 1176.100
ZNF280B, ZNF280B, 26.000, 4.900, 23.600, 18.000
C19orf54, C19orf54, 255.900, 114.500, 256.800, 96.700
EIF3L, EIF3L, 6190.700, 872.700, 1964.300, 10157.700
KCNA5, KCNA5, 8.300, 3.600, 3.300, 9.200
FLRT2, FLRT2, 90.600, 33.800, 35.100, 3206.700
WRN, WRN, 109.900, 32.900, 87.500, 279.800
ANAPC5, ANAPC5, 1620.100, 276.600, 756.900, 1877.400
SDF2, SDF2, 1235.600, 138.900, 194.900, 806.500
KRT8P12, KRT8P12, 125.400, 64.000, 38.700, 65.200
C9orf125, C9orf125, 160.800, 82.800, 138.200, 67.600
DZIP3, DZIP3, 85.300, 58.600, 88.100, 230.800
C15orf24, C15orf24, 1347.600, 246.500, 593.100, 1255.000
NFATC2IP, NFATC2IP, 506.900, 184.100, 392.500, 680.600
RIT1, RIT1, 1246.900, 44.800, 133.300, 454.700
RHBDF2, RHBDF2, 817.300, 52.900, 77.700, 332.200
SCML1, SCML1, 8.600, 48.200, 105.000, 128.100
AW612311, AW612311, 964.800, 155.600, 196.500, 1634.600
MED9, MED9, 241.500, 44.300, 96.200, 169.100
RAB13, RAB13, 413.100, 249.100, 667.500, 5053.400
FBXW11, FBXW11, 157.200, 25.300, 198.200, 267.600
ETAA1, ETAA1, 60.100, 6.600, 23.700, 75.000
SP3P, SP3P, 104.400, 14.900, 13.100, 16.900
SLC12A5, SLC12A5, 124.000, 19.900, 11.700, 18.100
NPIP, NPIP, 615.800, 583.600, 981.600, 1111.000
PHF14, PHF14, 18.000, 14.200, 7.400, 25.500
NRIP3, NRIP3, 191.600, 25.100, 112.500, 364.500
TMEM121, TMEM121, 13.700, 2.100, 30.300, 159.000
NOS1AP, NOS1AP, 38.600, 6.900, 8.300, 15.700
FAM3A, FAM3A, 86.700, 120.500, 146.500, 106.400
RPL13, RPL13, 100.400, 36.200, 29.300, 89.300
TMX1, TMX1, 1643.600, 218.900, 559.000, 1080.000
PRDX2, PRDX2, 726.000, 419.700, 1029.300, 3072.500
SAP30BP, SAP30BP, 678.100, 84.300, 211.100, 485.300
WDR76, WDR76, 80.400, 36.500, 176.900, 177.000
PRMT3, PRMT3, 109.700, 20.200, 72.200, 139.600
TRIM10, TRIM10, 73.700, 21.000, 14.600, 50.000
FAM82B, FAM82B, 258.100, 74.300, 214.300, 478.100
GCNT4, GCNT4, 207.000, 30.800, 17.200, 100.200
MEAF6, MEAF6, 536.800, 136.900, 261.600, 1037.400
MAP9, MAP9, 25.000, 0.300, 0.800, 5.000
GPRASP1, GPRASP1, 75.500, 32.000, 40.300, 344.500
CXorf36, CXorf36, 23.400, 3.400, 12.000, 223.600
CDKN1C, CDKN1C, 88.100, 10.800, 2.400, 1354.500
DSCR3, DSCR3, 169.700, 39.000, 105.800, 142.000
ZFAND3, ZFAND3, 1592.200, 224.400, 369.100, 900.400
C7orf43, C7orf43, 684.800, 88.300, 45.400, 72.800
HSPH1, HSPH1, 50.600, 72.400, 251.900, 1743.600
SPSB3, SPSB3, 2632.200, 382.500, 433.500, 734.100
AQP1, AQP1, 115.700, 180.700, 34.300, 577.500
COL17A1, COL17A1, 20.300, 143.800, 18.200, 11.000
GFAP, GFAP, 41.300, 15.500, 5.600, 17.800
CDC16, CDC16, 511.700, 153.900, 236.600, 845.800
KIAA1614, KIAA1614, 62.700, 4.300, 23.600, 36.200
KIF24, KIF24, 55.500, 9.900, 1.500, 45.100
UBA2, UBA2, 531.100, 84.800, 471.900, 1048.000
PRSS16, PRSS16, 33.100, 68.700, 73.500, 24.000
KIF13B, KIF13B, 490.700, 263.400, 100.100, 290.500
PCDH9, PCDH9, 90.200, 3.300, 10.100, 8.700
HIST1H2AH, HIST1H2AH, 47.900, 11.000, 3.400, 39.100
MKRN3, MKRN3, 62.900, 6.400, 24.900, 21.800
ADAMTS13, ADAMTS13, 193.500, 4.700, 72.000, 66.000
ITFG1, ITFG1, 834.000, 316.700, 438.400, 1194.100
TUBG2, TUBG2, 124.200, 13.400, 55.300, 82.000
TTYH1, TTYH1, 7.300, 1.600, 2.700, 6.700
C3orf18, C3orf18, 28.800, 22.400, 65.800, 53.200
C18orf25, C18orf25, 136.300, 1.100, 23.500, 105.000
EXTL1, EXTL1, 17.600, 1.400, 3.200, 47.900
RANBP10, RANBP10, 265.400, 70.400, 92.800, 304.900
RARG, RARG, 6.100, 1.000, 5.600, 32.800
MYO7A, MYO7A, 140.700, 27.900, 61.700, 305.900
SFRS18, SFRS18, 906.200, 166.400, 85.500, 347.300
CD96, CD96, 106.300, 32.200, 23.400, 27.100
ACVR1B, ACVR1B, 974.300, 298.200, 293.300, 1131.500
DENND1C, DENND1C, 682.900, 129.000, 30.000, 120.300
RBMS3, RBMS3, 166.700, 44.900, 98.200, 226.100
SLC41A3, SLC41A3, 222.600, 115.800, 307.800, 416.500
PSMD1, PSMD1, 1568.900, 386.100, 580.700, 2789.200
N57781, N57781, 230.500, 28.600, 45.300, 162.700
DGCR6L, DGCR6L, 42.400, 2.900, 20.200, 56.800
SSX4B, SSX4B, 153.700, 26.100, 16.700, 26.000
ILVBL, ILVBL, 5.800, 1.900, 2.700, 6.100
CSNK1G3, CSNK1G3, 536.200, 110.700, 256.200, 1284.200
RNF186, RNF186, 211.900, 78.900, 24.800, 51.800
IFNGR1, IFNGR1, 6335.500, 347.700, 216.800, 432.300
NOL9, NOL9, 437.500, 156.200, 253.700, 1091.900
MAGEL2, MAGEL2, 45.100, 12.200, 8.000, 26.100
TSPAN6, TSPAN6, 19.600, 135.100, 313.600, 837.900
SLC29A2, SLC29A2, 57.200, 36.900, 9.600, 62.700
MATN2, MATN2, 32.700, 397.400, 22.600, 605.300
RNF219, RNF219, 254.100, 24.800, 171.700, 499.600
ST6GALNAC2, ST6GALNAC2, 713.400, 8.400, 36.100, 37.700
FAM162A, FAM162A, 145.800, 27.600, 30.500, 146.600
RBMX, RBMX, 1186.900, 283.000, 940.700, 2583.300
MPP3, MPP3, 275.600, 76.300, 89.500, 265.700
FGL1, FGL1, 184.900, 25.300, 34.000, 249.800
PSORS1C2, PSORS1C2, 38.000, 14.500, 9.200, 48.500
AK021609, AK021609, 1.500, 1.300, 2.100, 3.500
RAD51L3, RAD51L3, 199.800, 54.100, 69.800, 193.900
ARHGEF6, ARHGEF6, 1562.800, 102.400, 66.700, 238.400
TGFBR2, TGFBR2, 4448.400, 350.500, 762.100, 3850.000
ORAI2, ORAI2, 992.300, 35.800, 58.500, 313.900
CDC123, CDC123, 2280.500, 305.600, 410.000, 1528.500
IL33, IL33, 57.700, 14.400, 12.500, 189.200
DEAF1, DEAF1, 222.100, 52.700, 233.900, 477.700
AK021992, AK021992, 92.200, 2.800, 23.500, 16.700
AMN, AMN, 134.100, 52.000, 37.000, 167.900
MSLN, MSLN, 15.900, 1.900, 4.000, 9.200
DEFA6, DEFA6, 48.900, 4767.700, 14.200, 17.700
WWTR1, WWTR1, 25.700, 10.800, 91.200, 1338.300
COBL, COBL, 39.300, 231.100, 56.100, 27.900
PPP1R16B, PPP1R16B, 34.800, 56.500, 8.200, 298.900
CIB1, CIB1, 1013.600, 692.500, 384.900, 615.800
TSSK1B, TSSK1B, 6.000, 1.300, 1.600, 12.500
GAS7, GAS7, 1593.800, 24.400, 47.300, 87.300
MDN1, MDN1, 304.600, 99.900, 144.000, 492.200
HAAO, HAAO, 25.000, 93.900, 12.700, 45.900
HLA-DRB1, HLA-DRB1, 5458.900, 4531.100, 78.000, 150.200
C9orf68, C9orf68, 55.200, 23.500, 10.200, 27.400
CTNNAL1, CTNNAL1, 133.700, 73.600, 607.500, 3711.700
TLE6, TLE6, 102.200, 6.000, 20.100, 65.800
CIT, CIT, 245.100, 122.000, 298.500, 399.500
TNFAIP2, TNFAIP2, 7006.100, 219.800, 141.700, 4061.800
FOXN1, FOXN1, 16.700, 5.900, 6.000, 12.200
HERC4, HERC4, 158.400, 24.600, 40.200, 105.100
RPL41, RPL41, 31311.600, 5758.300, 8996.900, 28576.700
AK025573, AK025573, 5.600, 1.700, 1.000, 2.100
DRAP1, DRAP1, 367.800, 82.200, 426.500, 1297.800
PEMT, PEMT, 49.100, 55.800, 191.600, 451.100
SLC38A1, SLC38A1, 519.300, 328.000, 590.200, 119.100
ARHGAP6, ARHGAP6, 67.900, 1.000, 3.800, 6.500
RGP1, RGP1, 316.500, 54.200, 113.200, 256.000
RPL29P4, RPL29P4, 6379.700, 2914.900, 7393.700, 18795.900
PHF20L1, PHF20L1, 936.300, 63.400, 66.200, 327.800
KCTD7, KCTD7, 146.900, 21.300, 56.000, 55.400
MCM3AP, MCM3AP, 454.100, 80.400, 111.100, 388.300
MYO1F, MYO1F, 14369.300, 99.400, 8.100, 108.200
SLC2A3P1, SLC2A3P1, 518.100, 485.700, 354.100, 767.900
RAB11A, RAB11A, 338.100, 81.600, 116.900, 373.000
C15orf28, C15orf28, 71.700, 8.100, 13.900, 137.600
PTBP2, PTBP2, 256.900, 28.700, 66.500, 208.500
SNX1, SNX1, 43.400, 9.900, 26.800, 24.400
C19orf60, C19orf60, 532.600, 216.700, 317.800, 730.800
C7orf25, C7orf25, 72.600, 13.600, 35.400, 64.100
AA757368, AA757368, 103.600, 24.900, 31.400, 53.800
ELF5, ELF5, 18.200, 9.200, 10.600, 28.100
HOXB9, HOXB9, 47.600, 34.800, 49.200, 81.300
RBM8A, RBM8A, 33.600, 15.900, 7.200, 295.300
PARP3, PARP3, 36.700, 77.100, 66.300, 157.000
ITGA9, ITGA9, 18.400, 7.300, 11.600, 37.400
ZFR, ZFR, 99.300, 8.600, 49.400, 207.400
VANGL1, VANGL1, 52.000, 31.600, 107.200, 221.600
ACSL6, ACSL6, 276.200, 24.800, 45.300, 106.900
CHAF1B, CHAF1B, 9.000, 1.300, 190.100, 180.400
NDUFA3, NDUFA3, 1115.600, 339.800, 511.500, 1853.700
NM_004940, NM_004940, 6.300, 3.400, 1.400, 2.100
FABP4, FABP4, 114.400, 29.000, 10.100, 1000.800
KCNB1, KCNB1, 43.600, 14.800, 25.600, 235.400
CANX, CANX, 1285.700, 462.300, 1221.000, 2434.500
SLC25A28, SLC25A28, 328.900, 101.900, 119.700, 19.300
SHARPIN, SHARPIN, 46.300, 14.000, 54.900, 182.500
U87229, U87229, 49.400, 16.100, 41.300, 14.900
ADIPOR2, ADIPOR2, 1116.000, 343.300, 564.800, 773.200
TTC23, TTC23, 118.200, 39.400, 163.000, 283.400
NM_031245, NM_031245, 115.100, 3.700, 21.100, 68.000
UGP2, UGP2, 3017.300, 763.300, 544.500, 2925.700
ECHDC2, ECHDC2, 362.300, 257.800, 67.700, 175.700
CIRBP, CIRBP, 969.100, 335.900, 190.700, 2480.100
SEC14L4, SEC14L4, 132.400, 24.100, 23.100, 86.700
SMA4, SMA4, 6.000, 14.300, 6.500, 192.200
FRZB, FRZB, 2.200, 26.500, 0.700, 7.300
PABPC1, PABPC1, 13813.200, 2393.200, 3464.700, 20343.100
APOBEC3G, APOBEC3G, 22.200, 5.200, 16.100, 23.100
CUEDC1, CUEDC1, 26.600, 8.300, 8.100, 12.800
CLDN8, CLDN8, 81.300, 15.500, 14.400, 37.300
AL078636, AL078636, 140.100, 9.600, 31.000, 86.200
VPS52, VPS52, 672.400, 375.300, 399.200, 1011.300
PPM1F, PPM1F, 2273.200, 50.100, 135.300, 3121.500
TSR1, TSR1, 46.100, 23.300, 120.300, 541.200
LOC220594, LOC220594, 1223.700, 61.500, 139.500, 308.300
E2F6, E2F6, 103.400, 17.100, 120.600, 412.400
TMEM126B, TMEM126B, 847.700, 288.700, 732.100, 1428.200
ZFHX3, ZFHX3, 35.800, 17.800, 37.000, 263.700
PCSK5, PCSK5, 192.400, 19.300, 10.000, 143.900
HEMK1, HEMK1, 219.700, 59.600, 129.500, 63.600
GIMAP5, GIMAP5, 1472.900, 260.000, 77.200, 146.100
DPY19L4, DPY19L4, 105.900, 44.300, 96.500, 431.500
CTPS2, CTPS2, 121.500, 46.300, 95.400, 144.400
NDUFA9, NDUFA9, 513.500, 555.200, 460.200, 1587.700
AW128846, AW128846, 94.500, 10.200, 24.100, 133.000
AK024123, AK024123, 63.500, 24.200, 4.800, 16.800
SCRIB, SCRIB, 262.900, 126.300, 121.000, 844.400
AURKC, AURKC, 159.200, 29.200, 72.600, 45.600
RSRC2, RSRC2, 1907.200, 271.900, 689.800, 1347.400
ORM2, ORM2, 14.800, 4.300, 4.400, 12.400
FAM115A, FAM115A, 34.000, 17.600, 48.400, 342.800
EGLN3, EGLN3, 75.600, 148.500, 25.100, 183.200
FZD6, FZD6, 57.300, 26.800, 240.200, 627.500
AK025038, AK025038, 25.200, 6.100, 9.900, 17.200
PITX3, PITX3, 17.000, 6.300, 9.100, 11.400
CUX1, CUX1, 1839.000, 110.300, 66.200, 1283.200
AU148024, AU148024, 24.800, 58.200, 38.800, 81.100
GPX3, GPX3, 205.700, 160.400, 62.100, 555.700
UNC119, UNC119, 881.500, 19.100, 13.600, 32.900
AF339787, AF339787, 108.500, 5.500, 27.300, 38.500
NOV, NOV, 174.200, 24.100, 19.000, 108.900
GRM4, GRM4, 472.300, 69.300, 104.400, 250.000
CABC1, CABC1, 1000.600, 94.600, 82.600, 181.600
KLK1, KLK1, 117.500, 202.500, 53.700, 374.400
GPM6B, GPM6B, 9.500, 12.400, 2.600, 3.100
RRAGD, RRAGD, 2426.700, 5.300, 239.900, 123.600
EIF2S2, EIF2S2, 1270.400, 427.600, 3242.200, 2555.100
RNF130, RNF130, 219.200, 37.200, 43.100, 110.000
CKAP5, CKAP5, 227.300, 122.700, 449.800, 765.800
UCHL5, UCHL5, 127.000, 21.000, 81.500, 154.600
C10orf18, C10orf18, 294.600, 126.700, 143.400, 428.600
TMEM93, TMEM93, 431.200, 148.300, 318.600, 867.000
NM_025071, NM_025071, 92.600, 32.300, 29.800, 76.100
KCNMB2, KCNMB2, 125.200, 35.300, 46.200, 84.600
AIM2, AIM2, 2706.800, 108.100, 59.500, 108.200
PNO1, PNO1, 366.800, 85.500, 309.900, 593.200
ANK3, ANK3, 36.600, 36.900, 22.700, 9.000
AK024860, AK024860, 26.600, 3.800, 16.300, 53.600
GNAT2, GNAT2, 71.600, 2.500, 5.700, 10.100
OR2F2, OR2F2, 39.400, 18.600, 27.700, 35.000
KRT5, KRT5, 77.200, 7.100, 13.000, 124.300
ZBTB44, ZBTB44, 127.900, 18.100, 6.800, 77.900
ST13, ST13, 554.600, 305.500, 393.300, 2348.800
SIX1, SIX1, 9.000, 2.000, 44.100, 6.900
TIMP2, TIMP2, 2168.600, 42.400, 183.500, 676.600
CDH12, CDH12, 84.100, 8.300, 2.600, 53.600
ZMAT4, ZMAT4, 36.700, 3.700, 7.100, 25.600
QRSL1, QRSL1, 125.600, 118.400, 235.500, 491.500
AL109698, AL109698, 128.600, 51.500, 59.100, 101.900
Z21967, Z21967, 13.800, 2.100, 8.800, 18.500
CCL15, CCL15, 8.300, 204.200, 5.800, 52.800
GTF2IRD1, GTF2IRD1, 188.800, 71.700, 614.200, 565.700
CCDC22, CCDC22, 133.600, 14.200, 33.700, 99.100
SNX24, SNX24, 65.300, 58.400, 120.200, 427.400
OCM, OCM, 59.100, 3.600, 7.800, 11.800
RARS, RARS, 430.500, 257.500, 346.800, 1314.400
MORC2, MORC2, 200.600, 64.100, 158.300, 704.100
FAM48A, FAM48A, 986.100, 146.100, 238.300, 348.000
RSC1A1, RSC1A1, 72.200, 21.000, 30.300, 204.500
MT1H, MT1H, 575.100, 2483.000, 1842.300, 3915.500
FOXD1, FOXD1, 7.500, 1.800, 2.800, 9.700
COX4I1, COX4I1, 28.000, 35.300, 5.900, 99.700
DSN1, DSN1, 25.800, 24.400, 230.100, 88.700
AMT, AMT, 389.400, 201.100, 82.700, 248.600
LOC729234, LOC729234, 14.900, 3.600, 4.300, 7.800
GPRC5B, GPRC5B, 15.100, 16.300, 47.800, 306.300
NM_024961, NM_024961, 292.100, 41.500, 43.600, 179.300
LOC100133944, LOC100133944, 45.400, 2984.200, 7.200, 21.500
CTAGE1, CTAGE1, 95.300, 19.000, 22.900, 70.000
DTWD1, DTWD1, 40.300, 16.900, 87.500, 98.800
STRN4, STRN4, 487.100, 82.500, 157.700, 744.000
KITLG, KITLG, 72.900, 12.800, 0.900, 152.700
HSD11B1, HSD11B1, 174.800, 30.500, 15.400, 33.100
HDGF, HDGF, 731.100, 417.900, 630.200, 1226.700
KRT6B, KRT6B, 128.800, 20.400, 48.100, 71.900
SUMO4, SUMO4, 1615.400, 141.200, 316.900, 1114.500
TRBC1, TRBC1, 114.000, 6.800, 9.900, 14.900
ARID4B, ARID4B, 1954.200, 111.800, 139.300, 832.600
SETX, SETX, 827.200, 63.600, 143.400, 413.700
DDR2, DDR2, 141.200, 83.400, 55.600, 430.200
KCTD12, KCTD12, 4157.700, 119.000, 61.400, 1845.500
WWP2, WWP2, 425.000, 86.900, 97.200, 316.700
CSAG2, CSAG2, 8.600, 1.200, 2.000, 3.700
CTSH, CTSH, 3216.400, 591.000, 446.800, 445.700
FASTKD1, FASTKD1, 213.800, 193.100, 95.900, 304.200
PAF1, PAF1, 480.600, 46.900, 156.500, 334.800
WDR52, WDR52, 63.700, 15.100, 22.100, 90.000
IFT57, IFT57, 114.100, 66.200, 122.800, 486.100
TMEM2, TMEM2, 715.100, 154.300, 67.400, 536.100
ZNF592, ZNF592, 438.400, 58.700, 74.700, 121.900
TNFSF9, TNFSF9, 61.900, 18.100, 100.900, 596.900
PPFIA4, PPFIA4, 10.300, 1.200, 4.900, 10.500
CFP, CFP, 2027.100, 1.500, 1.400, 5.900
DCTD, DCTD, 210.900, 175.300, 268.300, 349.700
CNIH3, CNIH3, 56.800, 15.400, 22.900, 118.100
MAP4K4, MAP4K4, 1696.900, 38.400, 80.200, 1396.700
ROD1, ROD1, 569.500, 45.900, 75.400, 164.800
MFNG, MFNG, 204.800, 28.900, 13.900, 117.100
DOCK3, DOCK3, 7.700, 2.700, 4.900, 8.600
FLJ22184, FLJ22184, 21.700, 2.700, 3.900, 11.800
ROBLD3, ROBLD3, 623.900, 145.600, 329.600, 688.400
STX16, STX16, 178.700, 25.600, 195.900, 365.400
ALDH3B1, ALDH3B1, 330.000, 88.100, 104.500, 345.200
THSD4, THSD4, 129.700, 24.300, 23.100, 98.700
DLAT, DLAT, 51.500, 75.400, 85.400, 118.700
KIF21B, KIF21B, 426.400, 24.900, 8.100, 17.100
FEZ2, FEZ2, 1029.000, 327.200, 566.900, 2376.900
CDC5L, CDC5L, 152.200, 23.600, 9.000, 64.300
KCNJ5, KCNJ5, 134.500, 34.600, 54.500, 120.600
LMNA, LMNA, 574.000, 133.000, 150.600, 811.400
TBCD, TBCD, 125.800, 10.600, 42.800, 109.200
ZNF250, ZNF250, 252.600, 31.500, 86.200, 73.500
CASQ2, CASQ2, 44.100, 7.000, 13.400, 31.000
PEG10, PEG10, 6.500, 9.200, 230.700, 921.100
TPSD1, TPSD1, 38.100, 5.500, 6.800, 16.800
PRAME, PRAME, 45.500, 25.600, 29.200, 48.600
ZNF12, ZNF12, 743.800, 110.500, 166.500, 578.600
SRSF5, SRSF5, 3537.000, 708.000, 649.600, 3472.600
SIGLEC7, SIGLEC7, 512.700, 7.600, 10.000, 25.500
FAM70A, FAM70A, 2.500, 0.800, 16.200, 1.600
PANK4, PANK4, 431.100, 85.200, 98.300, 358.900
SNED1, SNED1, 13.500, 22.700, 1.900, 92.700
HIP1, HIP1, 177.100, 39.400, 70.600, 403.100
WNK1, WNK1, 135.400, 19.900, 21.100, 85.900
GSDMD, GSDMD, 409.300, 171.500, 155.200, 113.200
AHNAK2, AHNAK2, 75.700, 30.500, 173.600, 1858.600
TOE1, TOE1, 89.400, 77.400, 165.200, 208.700
RECQL4, RECQL4, 32.600, 12.600, 45.400, 93.800
NM_018606, NM_018606, 116.400, 28.900, 42.800, 94.700
PPA1, PPA1, 784.000, 729.600, 1127.400, 3746.000
DPAGT1, DPAGT1, 230.600, 186.500, 118.100, 461.400
HAS1, HAS1, 71.400, 19.700, 16.700, 21.800
ST7, ST7, 9.300, 25.500, 55.700, 219.800
MAGED2, MAGED2, 403.700, 89.700, 109.200, 1164.100
ANKRD55, ANKRD55, 342.100, 20.200, 24.000, 65.400
TRPS1, TRPS1, 424.900, 13.400, 63.700, 41.500
POPDC3, POPDC3, 75.500, 50.900, 99.300, 86.300
VDAC1P8, VDAC1P8, 120.800, 30.200, 18.200, 23.800
ACOX2, ACOX2, 63.800, 196.100, 24.800, 42.600
AK021640, AK021640, 54.300, 17.800, 1.600, 31.700
TFPI2, TFPI2, 5.300, 3.500, 130.900, 2697.300
GTF2H3, GTF2H3, 329.900, 55.800, 67.100, 723.700
AL047879, AL047879, 227.700, 32.200, 47.900, 231.900
STAG3L4, STAG3L4, 89.100, 25.300, 39.400, 71.300
CYP4F11, CYP4F11, 5.300, 13.200, 1.100, 3.100
ATG16L1, ATG16L1, 72.400, 3.300, 4.600, 77.200
PDHB, PDHB, 725.800, 429.100, 554.900, 2455.600
ERN1, ERN1, 270.100, 40.800, 72.400, 187.100
LHX2, LHX2, 36.000, 3.500, 68.200, 7.400
B3GALT1, B3GALT1, 18.500, 8.600, 4.400, 7.100
ADAMTS5, ADAMTS5, 154.600, 36.400, 27.500, 53.400
PTH1R, PTH1R, 183.200, 25.500, 48.700, 226.800
NOTCH3, NOTCH3, 70.300, 23.600, 45.400, 183.600
C1orf116, C1orf116, 10.100, 41.000, 3.800, 6.500
NF2, NF2, 388.000, 81.000, 119.200, 372.200
CALHM2, CALHM2, 574.800, 38.300, 25.200, 527.000
POM121, POM121, 258.800, 20.600, 33.300, 147.400
TMEM90B, TMEM90B, 115.200, 31.300, 13.900, 72.200
RPS4XP9, RPS4XP9, 143.300, 26.400, 16.500, 206.600
NM_002932, NM_002932, 29.100, 0.700, 24.700, 33.600
CLPP, CLPP, 212.500, 161.200, 498.900, 666.400
MTMR3, MTMR3, 313.300, 9.900, 55.700, 31.800
ATP1B3, ATP1B3, 1641.600, 1485.900, 1320.000, 2943.200
HIST1H3F, HIST1H3F, 222.200, 54.100, 69.500, 186.700
TRIM25, TRIM25, 477.300, 16.700, 136.000, 461.400
AW474615, AW474615, 330.200, 75.900, 73.700, 200.700
CRKL, CRKL, 1546.700, 176.100, 339.100, 615.100
HOXB2, HOXB2, 276.100, 132.700, 223.900, 923.700
ANP32B, ANP32B, 2053.900, 994.200, 4282.700, 5126.000
NUP62, NUP62, 195.500, 26.400, 75.400, 470.900
GATM, GATM, 75.800, 364.100, 32.800, 55.400
AP4E1, AP4E1, 32.700, 1.900, 20.900, 39.500
RASA3, RASA3, 3.900, 0.700, 1.400, 51.000
CDKN3, CDKN3, 148.100, 88.600, 759.200, 654.100
CDH4, CDH4, 153.100, 26.500, 93.700, 92.700
PGD, PGD, 4943.800, 160.300, 249.400, 1391.000
TMEM168, TMEM168, 437.400, 157.400, 55.100, 427.500
RND1, RND1, 116.100, 8.100, 20.400, 69.900
GAD1, GAD1, 26.900, 2.500, 6.600, 15.600
MPG, MPG, 231.000, 73.700, 191.400, 944.700
ZNF133, ZNF133, 201.400, 42.100, 133.500, 178.700
FJX1, FJX1, 15.400, 11.900, 117.900, 236.300
CLCF1, CLCF1, 156.300, 22.400, 49.100, 889.000
AMELY, AMELY, 65.500, 20.100, 3.000, 67.700
D16471, D16471, 96.900, 7.700, 2.000, 119.900
PHTF2, PHTF2, 64.100, 15.200, 41.000, 149.200
AL031777, AL031777, 10.400, 1.400, 3.500, 8.700
TFF3, TFF3, 235.200, 3612.200, 41.800, 182.200
